Product,Module,Surface,Element,Feature Flag Key,Default: MW Internal,Default: Media Owner,Default: Media Agency,Default: Advertiser,Default: Reseller,Default: Business Partner,Dependency,Owner,Description
Planner,Campaign Creation,Step 5,SOV/SOT Settings,planner.campaign_creation.step5.sov_sot,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Share of voice/time settings
Planner,Campaign Creation,Step 5,Budget Optimization,planner.campaign_creation.step5.budget_opt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Auto-optimize budget allocation
Planner,Campaign Creation,Step 5,Real-time Metrics,planner.campaign_creation.step5.metrics,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Impressions reach plays calculations
Planner,Campaign Creation,Finalization,Execution Path Selection,planner.campaign_creation.finalize.execution_path,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Quick Launch vs Full Workflow selection
Planner,Campaign Creation,Finalization,Save as Draft,planner.campaign_creation.finalize.save_draft,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Save campaign as draft
Planner,Campaign Creation,Finalization,Submit for Review,planner.campaign_creation.finalize.submit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Submit campaign for approval
Planner,Campaign Detail,Page,Detail Page Access,planner.campaign_detail.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Access to campaign detail page
Planner,Campaign Detail,Header,Campaign Header,planner.campaign_detail.header,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Campaign name status dates
Planner,Campaign Detail,Tabs,Overview Tab,planner.campaign_detail.tabs.overview,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Campaign overview tab
Planner,Campaign Detail,Tabs,Media Tab,planner.campaign_detail.tabs.media,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Selected inventory tab
Planner,Campaign Detail,Tabs,Creatives Tab,planner.campaign_detail.tabs.creatives,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Creative assignments tab
Planner,Campaign Detail,Tabs,Schedule Tab,planner.campaign_detail.tabs.schedule,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Time scheduling tab
Planner,Campaign Detail,Tabs,Approvals Tab,planner.campaign_detail.tabs.approvals,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Approval workflow tab
Planner,Campaign Detail,Tabs,History Tab,planner.campaign_detail.tabs.history,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Change history tab
Planner,Campaign Detail,Actions,Edit Campaign,planner.campaign_detail.actions.edit,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Edit campaign button
Planner,Campaign Detail,Actions,Approve Campaign,planner.campaign_detail.actions.approve,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,Platform,Approve campaign button
Planner,Campaign Detail,Actions,Reject Campaign,planner.campaign_detail.actions.reject,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,Platform,Reject campaign button
Planner,Campaign Detail,Actions,Cancel Campaign,planner.campaign_detail.actions.cancel,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Cancel campaign button
Planner,Campaign Detail,Actions,Pause Campaign,planner.campaign_detail.actions.pause,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Pause active campaign
Planner,Campaign Detail,Actions,Resume Campaign,planner.campaign_detail.actions.resume,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Resume paused campaign
Planner,Campaign Detail,Actions,Change Order,planner.campaign_detail.actions.change_order,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Request changes to approved campaign
Planner,Proposals,Listing,Proposals Page Access,planner.proposals.listing.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Access to proposals list
Planner,Proposals,Listing,Proposal Filters,planner.proposals.listing.filters,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Filter proposals
Planner,Proposals,Actions,Create Proposal,planner.proposals.actions.create,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Create new proposal
Planner,Proposals,Actions,Duplicate Proposal,planner.proposals.actions.duplicate,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Duplicate proposal
Planner,Proposals,Actions,Export Proposal,planner.proposals.actions.export,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Export to PDF/PPT
Planner,Proposals,Actions,Send Proposal,planner.proposals.actions.send,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Email proposal to client
Planner,Proposals,Actions,Convert to Campaign,planner.proposals.actions.convert,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Convert proposal to campaign
Planner,Proposals,Themes,Theme Selection,planner.proposals.themes.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Proposal theme/template selection
Planner,Proposals,Themes,Custom Themes,planner.proposals.themes.custom,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Custom proposal themes
Planner,Inventory,Listing,Inventory Page Access,planner.inventory.listing.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Access to inventory browser
Planner,Inventory,Listing,Inventory Map View,planner.inventory.listing.map,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Map view of all inventory
Planner,Inventory,Listing,Inventory List View,planner.inventory.listing.list,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,List/table view of inventory
Planner,Inventory,Filters,Filter by Type,planner.inventory.filters.type,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Digital Classic Transit etc
Planner,Inventory,Filters,Filter by Format,planner.inventory.filters.format,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Billboard LED Screen etc
Planner,Inventory,Filters,Filter by Location,planner.inventory.filters.location,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Country region city
Planner,Inventory,Filters,Filter by Availability,planner.inventory.filters.availability,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Available dates
Planner,Inventory,Filters,Filter by Price Range,planner.inventory.filters.price,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Rate card price range
Planner,Inventory,Detail,Inventory Side Panel,planner.inventory.detail.side_panel,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Inventory detail drawer
Planner,Inventory,Detail,Photos Gallery,planner.inventory.detail.photos,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Inventory photos
Planner,Inventory,Detail,Specifications,planner.inventory.detail.specs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Technical specifications
Planner,Inventory,Detail,Performance Metrics,planner.inventory.detail.performance,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Demographics impressions etc
Planner,Inventory,Detail,Availability Calendar,planner.inventory.detail.calendar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Booking availability calendar
Planner,Inventory,Detail,Rate Card,planner.inventory.detail.rate_card,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,Platform,Pricing information
Planner,Inventory,Actions,Add Inventory (MO only),planner.inventory.actions.add,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Add new inventory
Planner,Inventory,Actions,Edit Inventory (MO only),planner.inventory.actions.edit,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Edit inventory details
Planner,Inventory,Actions,Delete Inventory (MO only),planner.inventory.actions.delete,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Delete inventory
Planner,Inventory,Actions,Set Rate Card (MO only),planner.inventory.actions.set_rates,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Set/edit rate cards
Planner,Inventory Management,Page,Management Page Access,planner.inventory_mgmt.access,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Inventory management page
Planner,Inventory Management,Actions,Bulk Upload,planner.inventory_mgmt.bulk_upload,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,CSV/Excel bulk upload
Planner,Inventory Management,Actions,Bulk Edit,planner.inventory_mgmt.bulk_edit,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Multi-select and edit
Planner,Creatives,Listing,Creatives Page Access,planner.creatives.listing.access,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Creative library access
Planner,Creatives,Listing,Creative Filters,planner.creatives.listing.filters,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Filter creatives
Planner,Creatives,Actions,Upload Creative,planner.creatives.actions.upload,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Upload new creative
Planner,Creatives,Actions,Edit Creative,planner.creatives.actions.edit,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Edit creative details
Planner,Creatives,Actions,Delete Creative,planner.creatives.actions.delete,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Delete creative
Planner,Creatives,Actions,Approve Creative (MO),planner.creatives.actions.approve,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Approve creative for inventory
Planner,Creatives,Actions,Reject Creative (MO),planner.creatives.actions.reject,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Reject creative with feedback
Planner,Creative Assignment,Page,Assignment Page Access,planner.creative_assignment.access,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Creative assignment page
Planner,Creative Assignment,Actions,Assign to Inventory,planner.creative_assignment.assign,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Assign creative to inventory slots
Planner,Creative Assignment,Actions,Schedule Creative,planner.creative_assignment.schedule,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Platform,Set creative schedule
Planner,Price Management,Page,Price Management Access,planner.price_mgmt.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Price negotiation page
Planner,Price Management,Features,Multi-level Pricing,planner.price_mgmt.multi_level,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Campaign/inventory/schedule pricing
Planner,Price Management,Features,Bulk Actions,planner.price_mgmt.bulk_actions,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Bulk accept/discount/bonus
Planner,Price Management,Features,Negotiation History,planner.price_mgmt.history,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Offer/counter timeline
Planner,Price Management,Actions,Accept Price,planner.price_mgmt.accept,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Accept proposed price
Planner,Price Management,Actions,Counter Price,planner.price_mgmt.counter,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Submit counter offer
Planner,Price Management,Actions,Apply Discount,planner.price_mgmt.discount,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Apply percentage discount
Planner,Price Management,Actions,Apply Bonus,planner.price_mgmt.bonus,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Add bonus impressions/days
Planner,Reservations,Page,Reservations Page Access,planner.reservations.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Inventory reservations page
Planner,Reservations,Features,Hold Requests,planner.reservations.hold,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,Platform,Request hold on inventory
Planner,Reservations,Features,Confirmed Reservations,planner.reservations.confirmed,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,View confirmed reservations
Planner,Reservations,Features,Expiry Countdown,planner.reservations.countdown,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Time until reservation expires
Planner,Reservations,Actions,Extend Reservation,planner.reservations.extend,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,Platform,Request extension
Planner,Reservations,Actions,Accept Hold (MO),planner.reservations.accept,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Accept hold request
Planner,Reservations,Actions,Decline Hold (MO),planner.reservations.decline,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Decline hold request
Planner,Statements,Listing,Statements Page Access,planner.statements.listing.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Financial statements page
Planner,Statements,Actions,Create Statement,planner.statements.actions.create,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Generate new statement
Planner,Statements,Actions,Edit Statement,planner.statements.actions.edit,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Edit statement details
Planner,Statements,Actions,Add Custom Fees,planner.statements.actions.custom_fees,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Add custom line items
Planner,Statements,Actions,Split Statement,planner.statements.actions.split,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Split into multiple statements
Planner,Statements,Actions,Export Statement,planner.statements.actions.export,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Export to PDF
Planner,Approvals,Page,Approval Page Access,planner.approvals.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Campaign approval workflow page
Planner,Approvals,Features,Multi-tier View,planner.approvals.multi_tier,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,View all approval tiers
Planner,Approvals,Actions,Approve,planner.approvals.approve,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,Platform,Approve at current tier
Planner,Approvals,Actions,Reject,planner.approvals.reject,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,Platform,Reject with feedback
Planner,Approvals,Actions,Escalate,planner.approvals.escalate,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Escalate stalled approval
Planner,Campaign Workbench,Page,Workbench Access,planner.workbench.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Unified pricing/reservation/approval page
Planner,Tags,Page,Tags Management Access,planner.tags.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Tag management page
Planner,Tags,Actions,Create Tag,planner.tags.create,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Create new tag
Planner,Tags,Actions,Edit Tag,planner.tags.edit,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Edit tag name/color
Planner,Tags,Actions,Delete Tag,planner.tags.delete,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Delete tag
